Gene,ModuleA,pA,p.adjA,coefA,AUCA,ModuleH,pH,p.adjH,coefH,AUCH,ARank,HRank,RankSum,,A = anti-TNF
NGEF,M20,0.049618382,0.206249346,1.224224249,0.652597403,M20,0.051958183,0.357888363,0.123376914,0.587692308,11528,12119.5,23647.5,,
CYGB,unassigned,0.026657844,0.147693282,-2.09724969,0.66017316,unassigned,0.078767898,0.414296257,-0.043431293,0.583760684,11862,11782.5,23644.5,,
MILR1,unassigned,0.038331142,0.179011439,-1.751056544,0.672619048,unassigned,0.135405375,0.516607906,-0.105491053,0.577777778,12331,11313.5,23644.5,,
AVPI1,M16,0.02892514,0.153310951,1.75345696,0.636363636,M16,0.076510538,0.410094012,0.07642824,0.60017094,10719,12924.5,23643.5,,
SOX5,unassigned,0.097048943,0.297417939,-2.818474613,0.647186147,unassigned,0.113540973,0.481339306,-0.776389478,0.591452991,11276.5,12361.5,23638,,
RALGPS2,M6,0.019248019,0.122522091,-2.11020562,0.641774892,M6,0.064237233,0.390382709,-0.057078421,0.595384615,10992,12643.5,23635.5,,
LTK,M24,0.117244744,0.32813925,1.003481782,0.613636364,M24,0.003486841,0.157148224,0.560805265,0.627777778,9438.5,14195.5,23634,,
B3GLCT,unassigned,0.059864263,0.228420429,-2.802218774,0.635281385,unassigned,0.036365169,0.31863351,-0.67647192,0.600769231,10671.5,12961.5,23633,,
SEMA6D,M25,0.053526508,0.214724617,0.854766183,0.635281385,M25,0.020894786,0.255651312,0.098085396,0.601196581,10643,12990,23633,,
ATXN1,unassigned,0.031969927,0.16239961,-2.600770832,0.658008658,unassigned,0.100877914,0.45837211,-0.152078708,0.584615385,11771.5,11861,23632.5,,
SATB2-AS1,M16,0.008980185,0.080164208,1.617748106,0.677489177,M16,0.024056438,0.272706235,0.07899639,0.575555556,12512,11112,23624,,
MEIS1,M10,0.004172354,0.055056176,-1.945985073,0.728354978,M10,0.161196279,0.545196936,-0.118639898,0.562905983,13809.5,9811,23620.5,,
TMEM176A,M27,0.0566703,0.221758844,0.863594199,0.667748918,M27,0.070252295,0.400312581,0.010531384,0.57965812,12151.5,11467.5,23619,,
SNN,M3,0.000524921,0.025757391,-3.896699649,0.808441558,M3,0.377984255,0.73806212,-0.057675289,0.555555556,14757,8860.5,23617.5,,
HAVCR2,M20,0.006043316,0.065873398,-4.29721598,0.692640693,M20,0.141351742,0.524253549,-0.122324571,0.570769231,12966.5,10650,23616.5,,
DISC1,unassigned,0.101509149,0.304450666,2.544058635,0.61038961,unassigned,0.005712917,0.17015927,-1.299987258,0.634017094,9237.5,14378,23615.5,,
DNAL4,M22,0.016971815,0.113983637,2.424891363,0.659090909,M22,0.093934968,0.444578231,0.167151295,0.583931624,11816,11799.5,23615.5,,
FKBP1B,unassigned,0.073487876,0.255219873,0.759506423,0.651515152,unassigned,0.051911891,0.357879309,0.137613554,0.588034188,11476.5,12139,23615.5,,
SMIM12,M29,0.1172896,0.328169313,2.584966899,0.656926407,M29,0.043809908,0.337532358,0.095511719,0.584957265,11721,11890.5,23611.5,,
GSTK1,M20,0.067990173,0.244573316,1.793973415,0.654761905,M20,0.064803089,0.391310959,0.011076641,0.585982906,11632.5,11977,23609.5,,
NUDCD1,unassigned,0.052338308,0.211844892,-1.456805656,0.633116883,unassigned,0.0714681,0.403152802,-0.155669337,0.602649573,10525,13083,23608,,
NCF4,M6,0.001370968,0.033588738,-1.635102678,0.761904762,M6,0.605983145,0.860059758,-0.013237856,0.558803419,14333,9274,23607,,
RAB2B,unassigned,0.126467559,0.343559281,-1.718109467,0.642316017,unassigned,0.162348653,0.546740214,-0.124581331,0.594700855,11020,12587,23607,,
LPCAT2,unassigned,0.030207948,0.157173284,-2.388189224,0.652597403,unassigned,0.11429792,0.482290607,-0.098198448,0.587179487,11528,12077,23605,,
PLCE1,M6,0.0945031,0.293298987,1.297115574,0.640692641,M6,0.017001694,0.242214587,0.130452191,0.596068376,10924.5,12680.5,23605,,
PFKL,M24,0.010345027,0.086412981,2.628584495,0.70995671,M24,0.140174041,0.522882181,0.016553929,0.566495726,13420,10179,23599,,
TLE2,unassigned,0.032707415,0.164464518,1.247057423,0.658008658,unassigned,0.014707991,0.231294515,0.10102247,0.584273504,11771.5,11824,23595.5,,
BRMS1L,unassigned,0.008286543,0.077223028,-2.750126586,0.714285714,unassigned,0.050991273,0.357071091,-0.445763706,0.565384615,13523.5,10070.5,23594,,
AP1M1,M6,0.000649384,0.027457443,-3.831128875,0.812770563,M6,0.54729447,0.828605079,-0.027804719,0.555213675,14779.5,8812.5,23592,,
KYNU,M24,0.000657435,0.027585517,-1.462392622,0.783549784,M24,0.6369736,0.872359783,-0.01236774,0.556923077,14557,9034,23591,,
ST3GAL3,unassigned,0.030038744,0.156813609,4.494834673,0.667748918,unassigned,0.055109012,0.366087961,0.285319126,0.579316239,12151.5,11439,23590.5,,
EXD3,M20,0.043547109,0.191487972,3.336977596,0.641774892,M20,0.018022638,0.244603991,0.171962548,0.594700855,10992,12597.5,23589.5,,
KRT12,unassigned,0.01553975,0.10897224,1.964975048,0.704545455,unassigned,0.518207412,0.815632852,0.252610043,0.567521368,13291,10296,23587,,
MARK4,unassigned,0.034994164,0.170517613,-1.888442991,0.66017316,unassigned,0.155390422,0.539121083,-0.172706141,0.582991453,11862,11725,23587,,
GPR155,unassigned,0.004715578,0.058310796,-3.989413527,0.769480519,unassigned,0.350686693,0.72001355,-0.131682266,0.558119658,14419,9167.5,23586.5,,
RABL6,M21,0.013111707,0.098960669,3.643272943,0.692640693,M21,0.100816881,0.45837211,0.038405481,0.57042735,12966.5,10620,23586.5,,
RGMB,M20,0.028187685,0.151425118,1.519057016,0.680735931,M20,0.061379111,0.382393407,0.057600263,0.573846154,12620,10964,23584,,
TNFSF13B,unassigned,0.00580746,0.064816705,-0.888877025,0.732683983,unassigned,0.192146938,0.582117286,-0.053762088,0.561880342,13898.5,9684,23582.5,,
DIO3OS,unassigned,0.143444575,0.367953599,2.428755192,0.614718615,unassigned,0.004307975,0.162612048,0.293537001,0.623418803,9510,14065,23575,,
CLDN5,M10,0.025382124,0.143253018,-1.792063946,0.675865801,M10,0.096754548,0.44985232,0.081519546,0.575641026,12455.5,11119,23574.5,,
WDR47,unassigned,0.005734397,0.064472001,-2.49183143,0.718614719,unassigned,0.277904274,0.662730228,-0.250052042,0.564273504,13607,9966,23573,,
DEPTOR,unassigned,0.033374465,0.166227663,1.356362061,0.66991342,unassigned,0.038429906,0.324331156,0.202893724,0.578119658,12234,11338,23572,,
MCFD2,unassigned,0.026583526,0.147422813,-2.605231618,0.642857143,unassigned,0.091418443,0.441887254,-0.045922296,0.593504274,11057.5,12514.5,23572,,
POLR2H,M17,0.057737216,0.223902534,2.407219843,0.658008658,M17,0.150396397,0.534327397,0.025571282,0.583931624,11771.5,11799.5,23571,,
SDHD,M26,0.035388274,0.171532253,2.931221642,0.666666667,M26,0.108815756,0.471271164,0.010772023,0.57965812,12100,11467.5,23567.5,,
ISCA2,unassigned,0.106031336,0.311065359,1.796391176,0.616341991,unassigned,0.017966661,0.244603991,0.154415576,0.620683761,9603,13962.5,23565.5,,
MRPL23,M10,0.130777088,0.349056985,2.120971492,0.617965368,M10,0.011965368,0.213749985,0.042370634,0.618119658,9698.5,13864,23562.5,,
AKTIP,unassigned,0.078288114,0.265318336,1.581955861,0.636363636,unassigned,0.036035022,0.317742212,0.165280533,0.598632479,10719,12843,23562,,
HOXA11-AS,M16,0.200041277,0.439448218,0.884267595,0.614718615,M16,0.003489632,0.157148224,0.132307145,0.622991453,9510,14052,23562,,
SFXN4,M17,0.015571979,0.109052385,3.67317698,0.675324675,M17,0.068872468,0.398750578,0.060352126,0.575726496,12434.5,11127,23561.5,,
RAB39B,M6,0.01459638,0.105025827,-4.507493635,0.727272727,M6,0.482367021,0.795079009,-0.292081828,0.562564103,13793.5,9767,23560.5,,
TECPR2,M10,0.030199453,0.157173284,-3.411148859,0.645021645,M10,0.104707433,0.464984874,-0.209828911,0.591794872,11167.5,12392.5,23560,,
DEGS2,M20,0.276544199,0.52245217,0.450893878,0.608225108,M20,0.003386979,0.157148224,0.153584375,0.638119658,9086,14473.5,23559.5,,
PPARG,M16,0.144595304,0.369074475,0.514005797,0.604978355,M16,0.012514087,0.215534255,0.072849932,0.648376068,8868.5,14687.5,23556,,
TOB1,unassigned,0.083165477,0.274639887,1.256096283,0.667748918,unassigned,0.082825388,0.422727211,0.031778006,0.578803419,12151.5,11402,23553.5,,
KLHDC2,unassigned,0.135830137,0.356554109,1.16833363,0.622294372,unassigned,0.006659324,0.174327046,0.074831363,0.612307692,9945,13608,23553,,
RASA2,unassigned,0.020291268,0.126150731,-1.811212113,0.689393939,unassigned,0.091016596,0.440843985,-0.121411396,0.570940171,12884,10664.5,23548.5,,
FHAD1,unassigned,0.031026376,0.159385687,5.322496805,0.662337662,unassigned,0.066412116,0.394089183,-0.861149059,0.581367521,11941.5,11604,23545.5,,
ELK4,M6,0.016770461,0.113406096,-4.439961001,0.686147186,M6,0.156914293,0.541177387,-0.110945865,0.571965812,12773.5,10771.5,23545,,
POLR3GL,M6,0.070075048,0.248030865,-1.792958835,0.624458874,M6,0.017480838,0.243378869,0.151695576,0.609059829,10082.5,13462,23544.5,,
AIMP2,M20,0.021158762,0.129633498,2.823773789,0.66017316,M20,0.160292469,0.543633856,0.062389613,0.582393162,11862,11676,23538,,
LINC01410,unassigned,0.147680806,0.374330481,-1.882532661,0.661255411,unassigned,0.098463125,0.453369919,-0.131329754,0.581880342,11896.5,11639,23535.5,,
RPUSD2,unassigned,0.149296193,0.376146055,1.85263353,0.624458874,unassigned,0.028939872,0.291087958,0.473413088,0.608888889,10082.5,13452.5,23535,,
UBE2L6,M7,0.052024371,0.21144479,-1.064242903,0.636363636,M7,0.083970845,0.42575255,-0.013560366,0.598290598,10719,12812,23531,,
NANS,M17,0.174038709,0.408453424,1.200453258,0.634199134,M17,0.045191448,0.341311829,0.008268002,0.60034188,10596,12933.5,23529.5,,
NBPF1,M20,0.0156005,0.109154921,1.80487887,0.699134199,M20,0.033140307,0.304559936,0.06118325,0.568547009,13140.5,10388,23528.5,,
PRDX2,M17,0.028927997,0.153310951,3.658591278,0.686147186,M17,0.145579198,0.528713437,0.010920531,0.571794872,12773.5,10755,23528.5,,
HTR7P1,unassigned,0.069458679,0.2467289,-4.661537472,0.658008658,unassigned,0.139390468,0.521714407,-1.833478046,0.583418803,11771.5,11755,23526.5,,
ANXA11,M22,0.082608003,0.273203096,2.707061275,0.616883117,M22,0.004978563,0.166713687,0.016285223,0.619316239,9608.5,13914,23522.5,,
TMX4,M10,0.000330374,0.024263656,-5.730999779,0.813852814,M10,0.399806134,0.752010244,-0.076695819,0.554529915,14787.5,8733,23520.5,,
C4BPB,M20,0.181064853,0.41687143,-0.407323423,0.607142857,M20,0.021672189,0.259612634,-0.018590517,0.639316239,9008,14511.5,23519.5,,
BMP3,M24,0.014696651,0.105554166,2.850858593,0.696969697,M24,0.266758097,0.653116869,0.285394133,0.568888889,13094,10423.5,23517.5,,
SLC36A4,unassigned,0.026759524,0.147891975,-1.680585191,0.683982684,unassigned,0.088801413,0.43652698,-0.169067177,0.572307692,12709.5,10805.5,23515,,
HECTD3,M27,0.075578909,0.259279815,0.970443753,0.638528139,M27,0.025077623,0.277658033,0.052568412,0.596068376,10833.5,12680.5,23514,,
ARHGAP9,M6,0.00362195,0.050946268,-1.228633835,0.720779221,M6,0.371280226,0.734271804,-0.011678446,0.563418803,13649,9862,23511,,
SLC35G1,unassigned,0.400706005,0.63902512,0.201395361,0.628787879,unassigned,0.026583155,0.28334654,0.318860457,0.604273504,10322.5,13188,23510.5,,
ARMCX1,M8,0.017356382,0.115237874,-1.262394251,0.667207792,M8,0.152817044,0.535784787,-0.288567204,0.578547009,12126,11380.5,23506.5,,
FEV,unassigned,0.059919332,0.228420429,1.998300765,0.66504329,unassigned,0.045067428,0.340810421,0.348000187,0.579487179,12048,11454,23502,,
GBP4,M7,0.097889146,0.298448996,-0.517203353,0.61038961,M7,0.027843322,0.28662719,-0.035960385,0.62974359,9237.5,14264,23501.5,,
MRPS5,M20,0.027068404,0.148451511,4.118017578,0.680735931,M20,0.196483694,0.587713388,0.041595153,0.572991453,12620,10880,23500,,
HOMER2,unassigned,0.173894873,0.408269076,3.42701483,0.616883117,unassigned,0.007802583,0.184321731,-1.034495612,0.617948718,9642.5,13857,23499.5,,
OXTR,M13,0.087121498,0.28097889,2.628165754,0.623376623,M13,0.011256493,0.208069697,-5.847075139,0.60965812,10008.5,13489,23497.5,,
ARPP19,unassigned,0.008607202,0.078437241,-2.525710974,0.718614719,unassigned,0.173942588,0.559650972,-0.037398991,0.563675214,13607,9889,23496,,
MAGIX,M20,0.016362367,0.112142701,4.481225151,0.702380952,M20,0.157948692,0.541922447,0.143323595,0.567350427,13227.5,10267,23494.5,,
SALL4,unassigned,0.096827589,0.297112981,1.80932363,0.654761905,unassigned,0.038356056,0.324189989,-1.837130806,0.584615385,11632.5,11861,23493.5,,
TSC22D1-AS1,unassigned,0.092137454,0.289036699,2.240090107,0.623917749,unassigned,0.017528861,0.243378869,1.454165655,0.608717949,10048.5,13442,23490.5,,
E2F6,unassigned,0.031286033,0.160397006,-1.825379222,0.667748918,unassigned,0.152844079,0.535784787,-0.211225675,0.578119658,12151.5,11338,23489.5,,
SHISA5,M7,0.026784499,0.147903602,-3.542375345,0.675324675,M7,0.643362514,0.875343156,-0.006043871,0.574871795,12434.5,11054,23488.5,,
DESI1,unassigned,0.05923655,0.227418036,-2.536319437,0.62987013,unassigned,0.097622483,0.45184463,-0.079297942,0.603247863,10358.5,13129,23487.5,,
SM242,unassigned,0.087597568,0.281631886,1.400987743,0.61525974,unassigned,0.019391437,0.249654199,0.690710312,0.620512821,9528.5,13957,23485.5,,
TRIM8,M10,0.081227043,0.271372167,-2.860604041,0.627705628,M10,0.100501642,0.45808452,-0.041533011,0.604957265,10248.5,13235,23483.5,,
PDZD2,M14,0.091651631,0.288102857,-3.331008799,0.617965368,M14,0.01816042,0.245055461,-0.742236623,0.616410256,9698.5,13784.5,23483,,
HOXB4,M10,0.156788988,0.385876074,-1.983876222,0.607142857,M10,0.006218986,0.173713555,-1.526886233,0.636495726,9041.5,14441,23482.5,,
VDR,M24,0.029395205,0.154582808,2.491784847,0.653679654,M24,0.019328689,0.24929927,0.058982106,0.584957265,11591,11890.5,23481.5,,
C1RL-AS1,M6,0.011914486,0.094296263,4.180264855,0.69047619,M6,0.073525608,0.405164894,-0.131570323,0.57008547,12911.5,10564,23475.5,,
VPS4A,unassigned,0.140036907,0.363412063,2.267639231,0.62987013,unassigned,0.044882786,0.340414753,0.103786374,0.602735043,10383,13092,23475,,
GGCX,M38,0.002356422,0.042407504,-5.051635935,0.720779221,M38,0.2744226,0.660411112,-0.065338633,0.563076923,13649,9824.5,23473.5,,
NDP,M20,0.000662876,0.027691812,-4.134811623,0.779220779,M20,0.356363182,0.724584677,-0.830503209,0.556239316,14520,8953.5,23473.5,,
CNTD1,unassigned,0.096676498,0.296946679,1.819756664,0.627705628,unassigned,0.02177699,0.259976119,1.223283465,0.604786325,10248.5,13224.5,23473,,
TMEM9B,M20,0.067774305,0.244444403,1.511435207,0.638528139,M20,0.038887067,0.32572968,0.034013762,0.595213675,10833.5,12631.5,23465,,
HMCN1,unassigned,0.044520025,0.193708292,-2.486988347,0.738636364,unassigned,0.167265858,0.551983555,0.508384323,0.56008547,14015,9449.5,23464.5,,
CA2,M16,0.894533414,0.9527003,0.02038719,0.601731602,M16,0.002105094,0.143159024,0.004534255,0.658803419,8627,14835,23462,,
CALCOCO2,unassigned,0.000583738,0.026574314,9.675543903,0.793290043,unassigned,0.230595826,0.619832235,0.012088927,0.555042735,14666,8794.5,23460.5,,
CCDC115,unassigned,0.166464859,0.399167991,1.256165546,0.609307359,unassigned,0.005716415,0.17015927,0.150523372,0.630940171,9165.5,14294.5,23460,,
BCL2L1,unassigned,0.175407326,0.409965601,-0.996905855,0.601731602,unassigned,0.019105074,0.24880711,-0.055445475,0.658034188,8627,14826,23453,,
PLVAP,M2,0.001078359,0.030782277,-1.588017383,0.752164502,M2,0.252773659,0.640687207,-0.009424832,0.558632479,14207,9245.5,23452.5,,
RNF115,M20,0.025634866,0.144158315,-3.66400447,0.656926407,M20,0.134656847,0.515192392,-0.261870621,0.583076923,11721,11731.5,23452.5,,
ASCC1,M20,0.006905247,0.070853578,-2.355610157,0.69047619,M20,0.161355258,0.545257836,-0.111677106,0.56991453,12911.5,10537,23448.5,,
CTTNBP2,unassigned,0.206040821,0.446352793,0.786780985,0.607142857,unassigned,0.002104555,0.143159024,1.50751694,0.634871795,9041.5,14405,23446.5,,
GPRC5B,M10,0.007615272,0.073938649,-5.40459913,0.715367965,M10,0.301485603,0.68116272,-0.141479402,0.563760684,13540,9905,23445,,
PCSK7,M8,0.006108595,0.066355039,3.100383877,0.707792208,M8,0.11373969,0.481473595,0.025562458,0.565299145,13380.5,10063,23443.5,,
SNX20,M6,0.003248906,0.049231258,-3.960898567,0.734848485,M6,0.404454188,0.75489358,-0.049668785,0.56034188,13949.5,9493.5,23443,,
INSC,unassigned,0.095632893,0.295000937,-0.357368591,0.626082251,unassigned,0.051759609,0.357879309,-0.105027799,0.605641026,10173.5,13268.5,23442,,
SLC3A1,M25,0.18804119,0.425690829,0.417629623,0.612554113,M25,0.585457806,0.849967834,0.048268332,0.623589744,9369,14073,23442,,
PHYH,M20,0.058027704,0.224586064,0.813450509,0.656926407,M20,0.036915788,0.318852478,0.080769257,0.582905983,11721,11720,23441,,
MAD2L2,unassigned,0.003563453,0.050917002,-2.707764671,0.727272727,unassigned,0.238785379,0.628529882,-0.070170964,0.561538462,13793.5,9646,23439.5,,
DMAP1,unassigned,0.124842362,0.340840681,1.576639476,0.616883117,unassigned,0.015219067,0.232315247,0.14012043,0.616581197,9642.5,13793.5,23436,,
BTBD19,M20,0.108376713,0.314324809,-2.797921637,0.626623377,M20,0.034794695,0.312450707,-0.220770293,0.604786325,10205.5,13224.5,23430,,
CNPY3,unassigned,0.003757148,0.051709894,-3.740473377,0.738095238,unassigned,0.411348592,0.758836994,-0.029170376,0.55982906,14008,9417.5,23425.5,,
EMILIN1,M10,0.002043048,0.040118727,-1.963747749,0.76461039,M10,0.304210006,0.682731146,-0.015635775,0.557094017,14368,9057,23425,,
GSS,M20,0.132642298,0.352480268,1.504908187,0.62012987,M20,0.028081093,0.287227706,0.057012649,0.612478632,9807,13615.5,23422.5,,
EIF1B-AS1,unassigned,0.014604873,0.105038888,4.309089269,0.678571429,unassigned,0.118507963,0.49048678,1.446463572,0.572991453,12553,10869,23422,,
TMEM120A,M25,0.206431896,0.446837302,0.487545468,0.614718615,M25,0.004147506,0.159958481,0.07623571,0.62,9482.5,13938.5,23421,,
PPP1R16B,M6,0.023903527,0.138380045,-1.146592966,0.675324675,M6,0.258190604,0.645639257,-0.053780754,0.574017094,12434.5,10983,23417.5,,
WWP2,M32,0.00865302,0.07867246,4.468981515,0.727272727,M32,0.169581919,0.554878795,0.040222846,0.561367521,13793.5,9621.5,23415,,
CCP110,unassigned,0.100873173,0.303197809,2.245964994,0.628787879,unassigned,0.037163697,0.319903515,-0.187183341,0.602735043,10322.5,13092,23414.5,,
SRF,M37,0.062254121,0.232919853,-2.735437456,0.621212121,M37,0.047453153,0.347161396,-0.108791609,0.610769231,9867.5,13536.5,23404,,
TMEM129,M21,0.024884671,0.141661594,2.257738061,0.683982684,M21,0.158039706,0.541922447,0.051540187,0.571282051,12709.5,10692.5,23402,,
CRIP1,unassigned,0.159669603,0.390202825,-0.511596054,0.613636364,unassigned,0.039607854,0.327650635,0.007210978,0.620683761,9438.5,13962.5,23401,,
TEX30,unassigned,0.005712989,0.064330223,-2.376037204,0.718614719,unassigned,0.106561378,0.468337498,-0.231286682,0.562735043,13607,9793.5,23400.5,,
IGSF8,unassigned,0.069131928,0.246349712,1.564821287,0.624458874,unassigned,0.021501526,0.259479511,0.101773552,0.606495726,10082.5,13316,23398.5,,
HEPACAM2,M20,0.025810567,0.144723884,0.60858587,0.663419913,M20,0.052930384,0.361136669,0.021822135,0.578974359,11982,11416,23398,,
NOL12,M19,0.017509706,0.115815878,4.128249922,0.698051948,M19,0.178723389,0.566202078,0.096244615,0.567350427,13118,10276,23394,,
PIK3AP1,M6,0.003744323,0.051709894,-1.771367879,0.739177489,M6,0.445775861,0.776714746,-0.021706313,0.559487179,14022,9369,23391,,
FAH,M20,0.132888281,0.352831817,1.737120178,0.623376623,M20,0.031026181,0.299500867,0.233664898,0.607521368,10008.5,13382,23390.5,,
HMGCS2,M16,0.042939473,0.189931095,0.504731306,0.628787879,M16,0.070179484,0.400312581,0.017092339,0.602393162,10322.5,13067,23389.5,,
PRDM15,M6,0.061875854,0.23218642,-3.741255212,0.635281385,M6,0.023386347,0.268368166,-0.267449877,0.596752137,10671.5,12717.5,23389,,
HDAC7,M3,0.152348903,0.380364427,-2.256544221,0.607142857,M3,0.021039227,0.256533964,-0.061847658,0.632991453,9041.5,14345,23386.5,,
SMPD3,unassigned,0.046225987,0.197766156,1.131606199,0.634199134,unassigned,0.011426565,0.208204936,0.071893584,0.598119658,10596,12789.5,23385.5,,
ZNF844,unassigned,0.007591165,0.073934036,4.022136764,0.714285714,unassigned,0.04633163,0.343604581,0.453313969,0.563418803,13523.5,9862,23385.5,,
HIVEP3,unassigned,0.001838478,0.038882231,-5.67584492,0.762987013,unassigned,0.325489487,0.699855652,-0.216096361,0.556923077,14345.5,9034,23379.5,,
